xpoints,vpoints,tpoints
0.862226,-0.472920,7.960000
0.842808,-0.497714,8.000000
0.822432,-0.520812,8.040000
0.801165,-0.542221,8.080000
0.779076,-0.561961,8.120000
0.756230,-0.580064,8.160000
0.732692,-0.596576,8.200000
0.708525,-0.611551,8.240000
0.683788,-0.625053,8.280000
0.658539,-0.637153,8.320000
0.632833,-0.647926,8.360000
0.606722,-0.657455,8.400000
0.580253,-0.665822,8.440000
0.553470,-0.673113,8.480000
0.526417,-0.679414,8.520000
0.499129,-0.684812,8.560000
0.471643,-0.689390,8.600000
0.443988,-0.693232,8.640000
0.416193,-0.696418,8.680000
0.388282,-0.699024,8.720000
0.360278,-0.701125,8.760000
0.332198,-0.702788,8.800000
0.304060,-0.704078,8.840000
0.275876,-0.705056,8.880000
0.247659,-0.705775,8.920000
0.219417,-0.706287,8.960000
0.191158,-0.706634,9.000000
0.162888,-0.706858,9.040000
0.134610,-0.706991,9.080000
0.106329,-0.707062,9.120000
0.078046,-0.707094,9.160000
0.049762,-0.707105,9.200000
0.021478,-0.707107,9.240000
-0.006807,-0.707107,9.280000
-0.035091,-0.707106,9.320000
-0.063375,-0.707101,9.360000
-0.091659,-0.707082,9.400000
-0.119941,-0.707034,9.440000
-0.148221,-0.706936,9.480000
-0.176495,-0.706764,9.520000
-0.204760,-0.706485,9.560000
-0.233012,-0.706064,9.600000
-0.261243,-0.705458,9.640000
-0.289445,-0.704621,9.680000
-0.317609,-0.703500,9.720000
-0.345721,-0.702038,9.760000
-0.373767,-0.700173,9.800000
-0.401728,-0.697838,9.840000
-0.429586,-0.694962,9.880000
-0.457317,-0.691470,9.920000
-0.484895,-0.687283,9.960000
-0.512290,-0.682321,10.000000
-0.539469,-0.676500,10.040000
-0.566397,-0.669733,10.080000
-0.593034,-0.661935,10.120000
-0.619337,-0.653019,10.160000
-0.645259,-0.642901,10.200000
-0.670752,-0.631499,10.240000
-0.695761,-0.618734,10.280000
-0.720231,-0.604531,10.320000
-0.744104,-0.588824,10.360000
-0.767316,-0.571553,10.400000
-0.789806,-0.552667,10.440000
-0.811508,-0.532127,10.480000
-0.832354,-0.509907,10.520000
-0.852278,-0.485992,10.560000
-0.871211,-0.460384,10.600000
-0.889086,-0.433100,10.640000
-0.905837,-0.404174,10.680000
-0.921399,-0.373658,10.720000
-0.935709,-0.341621,10.760000
-0.948709,-0.308149,10.800000
-0.960343,-0.273348,10.840000
-0.970561,-0.237337,10.880000
-0.979316,-0.200255,10.920000
-0.986569,-0.162252,10.960000
-0.992286,-0.123492,11.000000
-0.996441,-0.084149,11.040000
-0.999013,-0.044405,11.080000
-0.999990,-0.004449,11.120000
-0.999368,0.035529,11.160000
-0.997150,0.075336,11.200000
-0.993346,0.114784,11.240000
-0.987975,0.153689,11.280000
-0.981061,0.191875,11.320000
-0.972636,0.229176,11.360000
-0.962740,0.265437,11.400000
-0.951417,0.300519,11.440000
-0.938716,0.334296,11.480000
-0.924692,0.366660,11.520000
-0.909404,0.397521,11.560000
-0.892912,0.426806,11.600000
-0.875281,0.454459,11.640000
-0.856577,0.480442,11.680000
-0.836868,0.504734,11.720000
-0.816221,0.527331,11.760000
-0.794704,0.548242,11.800000
-0.772384,0.567493,11.840000
-0.749326,0.585119,11.880000
-0.725595,0.601170,11.920000
-0.701253,0.615701,11.960000
-0.676359,0.628780,12.000000
-0.650969,0.640479,12.040000
-0.625138,0.650875,12.080000
-0.598915,0.660051,12.120000
-0.572349,0.668090,12.160000
-0.545482,0.675079,12.200000
-0.518355,0.681104,12.240000
-0.491005,0.686250,12.280000
-0.463466,0.690601,12.320000
-0.435767,0.694241,12.360000
-0.407935,0.697247,12.400000
-0.379995,0.699696,12.440000
-0.351966,0.701660,12.480000
-0.323867,0.703206,12.520000
-0.295714,0.704398,12.560000
-0.267519,0.705294,12.600000
-0.239294,0.705947,12.640000
-0.211046,0.706405,12.680000
-0.182783,0.706712,12.720000
-0.154511,0.706905,12.760000
-0.126232,0.707017,12.800000
-0.097950,0.707074,12.840000
-0.069667,0.707098,12.880000
-0.041383,0.707106,12.920000
-0.013098,0.707107,12.960000
0.015186,0.707107,13.000000
0.043470,0.707105,13.040000
0.071754,0.707097,13.080000
0.100038,0.707071,13.120000
0.128320,0.707011,13.160000
0.156598,0.706894,13.200000
0.184870,0.706694,13.240000
0.213132,0.706377,13.280000
0.241378,0.705906,13.320000
0.269602,0.705236,13.360000
0.297794,0.704321,13.400000
0.325943,0.703105,13.440000
0.354037,0.701530,13.480000
