x,y,vx,vy,t
0.000000,0.000000,86.602540,50.000000,0.000000
12.108081,6.980813,86.370279,49.726092,0.140000
24.183744,13.923361,86.139422,49.453367,0.280000
36.227184,20.827810,85.909956,49.181815,0.420000
48.238596,27.694323,85.681870,48.911426,0.560000
60.218171,34.523063,85.455150,48.642188,0.700000
72.166101,41.314189,85.229786,48.374092,0.840000
84.082574,48.067862,85.005764,48.107128,0.980000
95.967777,54.784238,84.783074,47.841285,1.120000
107.821896,61.463473,84.561704,47.576553,1.260000
119.645115,68.105724,84.341642,47.312923,1.400000
131.437617,74.711143,84.122878,47.050385,1.540000
143.199581,81.279882,83.905399,46.788928,1.680000
154.931188,87.812093,83.689194,46.528545,1.820000
166.632614,94.307924,83.474254,46.269224,1.960000
178.304037,100.767525,83.260566,46.010958,2.100000
189.945631,107.191041,83.048120,45.753736,2.240000
201.557568,113.578619,82.836906,45.497550,2.380000
213.140022,119.930403,82.626913,45.242390,2.520000
224.693161,126.246536,82.418131,44.988248,2.660000
236.217154,132.527160,82.210549,44.735115,2.800000
247.712170,138.772415,82.004157,44.482982,2.940000
259.178373,144.982441,81.798946,44.231841,3.080000
270.615929,151.157376,81.594905,43.981682,3.220000
282.025001,157.297357,81.392024,43.732499,3.360000
293.405750,163.402521,81.190294,43.484281,3.500000
304.758336,169.473001,80.989706,43.237022,3.640000
316.082920,175.508931,80.790248,42.990713,3.780000
327.379658,181.510444,80.591914,42.745345,3.920000
338.648708,187.477672,80.394692,42.500911,4.060000
349.890224,193.410743,80.198574,42.257404,4.200000
361.104360,199.309787,80.003550,42.014814,4.340000
372.291268,205.174933,79.809612,41.773135,4.480000
383.451101,211.006307,79.616751,41.532358,4.620000
394.584008,216.804035,79.424957,41.292477,4.760000
405.690139,222.568242,79.234223,41.053484,4.900000
416.769640,228.299052,79.044539,40.815371,5.040000
427.822658,233.996587,78.855898,40.578131,5.180000
438.849339,239.660969,78.668289,40.341757,5.320000
449.849827,245.292319,78.481706,40.106242,5.460000
460.824264,250.890757,78.296140,39.871578,5.600000
471.772793,256.456400,78.111582,39.637759,5.740000
482.695554,261.989368,77.928025,39.404777,5.880000
493.592687,267.489777,77.745460,39.172626,6.020000
504.464329,272.957742,77.563880,38.941299,6.160000
515.310619,278.393379,77.383277,38.710789,6.300000
526.131692,283.796801,77.203642,38.481090,6.440000
536.927683,289.168121,77.024968,38.252194,6.580000
547.698727,294.507452,76.847249,38.024097,6.720000
558.444957,299.814905,76.670475,37.796790,6.860000
569.166504,305.090590,76.494639,37.570267,7.000000
579.863499,310.334616,76.319735,37.344523,7.140000
590.536073,315.547093,76.145754,37.119551,7.280000
601.184353,320.728126,75.972690,36.895345,7.420000
611.808469,325.877825,75.800535,36.671898,7.560000
622.408545,330.996293,75.629283,36.449205,7.700000
632.984709,336.083637,75.458925,36.227260,7.840000
643.537086,341.139961,75.289456,36.006056,7.980000
654.065798,346.165367,75.120868,35.785589,8.120000
664.570970,351.159959,74.953155,35.565851,8.260000
675.052722,356.123839,74.786309,35.346837,8.400000
685.511177,361.057107,74.620324,35.128541,8.540000
695.946453,365.959864,74.455194,34.910959,8.680000
706.358670,370.832209,74.290911,34.694083,8.820000
716.747947,375.674240,74.127470,34.477910,8.960000
727.114401,380.486056,73.964863,34.262432,9.100000
737.458148,385.267753,73.803085,34.047645,9.240000
747.779303,390.019429,73.642128,33.833544,9.380000
758.077982,394.741177,73.481988,33.620123,9.520000
768.354297,399.433094,73.322657,33.407376,9.660000
778.608363,404.095274,73.164130,33.195299,9.800000
788.840291,408.727809,73.006400,32.983886,9.940000
799.050192,413.330793,72.849461,32.773132,10.080000
809.238177,417.904317,72.693308,32.563033,10.220000
819.404354,422.448472,72.537934,32.353583,10.360000
829.548834,426.963350,72.383334,32.144777,10.500000
839.671724,431.449039,72.229501,31.936610,10.640000
849.773130,435.905630,72.076431,31.729077,10.780000
859.853160,440.333210,71.924116,31.522174,10.920000
869.911918,444.731868,71.772553,31.315896,11.060000
879.949509,449.101690,71.621734,31.110238,11.200000
889.966038,453.442763,71.471655,30.905195,11.340000
899.961607,457.755173,71.322311,30.700763,11.480000
909.936319,462.039005,71.173694,30.496936,11.620000
919.890275,466.294344,71.025801,30.293712,11.760000
929.823577,470.521272,70.878626,30.091084,11.900000
939.736323,474.719875,70.732163,29.889049,12.040000
