xpoints,vpoints,tpoints
-0.947989,-0.318292,46.800000
-0.975029,-0.222061,46.900000
-0.992327,-0.123611,47.000000
-0.999710,-0.023927,47.100000
-0.997105,0.075997,47.200000
-0.984536,0.175162,47.300000
-0.962131,0.272576,47.400000
-0.930112,0.367267,47.500000
-0.888800,0.458289,47.600000
-0.838607,0.544731,47.700000
-0.780035,0.625731,47.800000
-0.713669,0.700478,47.900000
-0.640173,0.768227,48.000000
-0.560280,0.828299,48.100000
-0.474789,0.880096,48.200000
-0.384554,0.923099,48.300000
-0.290477,0.956878,48.400000
-0.193497,0.981097,48.500000
-0.094585,0.995513,48.600000
0.005273,0.999983,48.700000
0.105079,0.994461,48.800000
0.203834,0.979002,48.900000
0.300553,0.953762,49.000000
0.394268,0.918992,49.100000
0.484045,0.875039,49.200000
0.568985,0.822344,49.300000
0.648239,0.761432,49.400000
0.721017,0.692912,49.500000
0.786591,0.617469,49.600000
0.844305,0.535856,49.700000
0.893583,0.448889,49.800000
0.933933,0.357437,49.900000
