xpoints,vpoints,tpoints
0.994399,-1.735269,19.900000
0.816193,-1.825874,20.000000
0.629833,-1.898236,20.100000
0.437179,-1.951631,20.200000
0.240157,-1.985526,20.300000
0.040736,-1.999582,20.400000
-0.159093,-1.993659,20.500000
-0.357332,-1.967817,20.600000
-0.552000,-1.922312,20.700000
-0.741153,-1.857601,20.800000
-0.922901,-1.774329,20.900000
-1.095428,-1.673328,21.000000
-1.257009,-1.555608,21.100000
-1.406031,-1.422345,21.200000
-1.541004,-1.274871,21.300000
-1.660580,-1.114658,21.400000
-1.763564,-0.943308,21.500000
-1.848927,-0.762533,21.600000
-1.915816,-0.574139,21.700000
-1.963563,-0.380008,21.800000
-1.991691,-0.182081,21.900000
-1.999919,0.017666,22.000000
-1.988164,0.217236,22.100000
-1.956544,0.414636,22.200000
-1.905375,0.607893,22.300000
-1.835168,0.795076,22.400000
-1.746625,0.974315,22.500000
-1.640630,1.143819,22.600000
-1.518242,1.301894,22.700000
-1.380685,1.446961,22.800000
-1.229332,1.577571,22.900000
-1.065697,1.692418,23.000000
-0.891413,1.790355,23.100000
-0.708222,1.870403,23.200000
-0.517956,1.931763,23.300000
-0.322514,1.973822,23.400000
-0.123849,1.996158,23.500000
0.076053,1.998550,23.600000
0.275195,1.980973,23.700000
0.471587,1.943603,23.800000
0.663267,1.886813,23.900000
0.848321,1.811171,24.000000
1.024898,1.717432,24.100000
1.191234,1.606533,24.200000
1.345669,1.479582,24.300000
1.486658,1.337847,24.400000
1.612792,1.182746,24.500000
1.722812,1.015827,24.600000
1.815619,0.838758,24.700000
1.890284,0.653308,24.800000
1.946063,0.461331,24.900000
1.982397,0.264744,25.000000
1.998923,0.065512,25.100000
1.995477,-0.134374,25.200000
1.972093,-0.332918,25.300000
1.929005,-0.528135,25.400000
1.866642,-0.718076,25.500000
1.785629,-0.900842,25.600000
1.686774,-1.074606,25.700000
1.571066,-1.237634,25.800000
1.439660,-1.388296,25.900000
1.293869,-1.525086,26.000000
1.135151,-1.646638,26.100000
0.965090,-1.751738,26.200000
0.785387,-1.839335,26.300000
0.597837,-1.908554,26.400000
0.404313,-1.958703,26.500000
0.206749,-1.989281,26.600000
0.007119,-1.999984,26.700000
-0.192581,-1.990703,26.800000
-0.390358,-1.961532,26.900000
-0.584234,-1.912761,27.000000
-0.772272,-1.844880,27.100000
-0.952595,-1.758564,27.200000
-1.123399,-1.654678,27.300000
-1.282979,-1.534259,27.400000
-1.429739,-1.398510,27.500000
-1.562214,-1.248788,27.600000
-1.679081,-1.086588,27.700000
-1.779170,-0.913531,27.800000
-1.861482,-0.731347,27.900000
-1.925195,-0.541855,28.000000
-1.969673,-0.346950,28.100000
-1.994470,-0.148577,28.200000
-1.999339,0.051280,28.300000
-1.984231,0.250624,28.400000
-1.949297,0.447464,28.500000
-1.894887,0.639834,28.600000
-1.821544,0.825810,28.700000
-1.730000,1.003535,28.800000
-1.621171,1.171233,28.900000
-1.496144,1.327229,29.000000
-1.356168,1.469963,29.100000
-1.202641,1.598011,29.200000
-1.037098,1.710091,29.300000
-0.861193,1.805085,29.400000
-0.676683,1.882042,29.500000
-0.485412,1.940196,29.600000
-0.289291,1.978963,29.700000
-0.090279,1.997957,29.800000
0.109635,1.996989,29.900000
0.308453,1.976067,30.000000
0.504189,1.935401,30.100000
0.694888,1.875397,30.200000
0.878644,1.796655,30.300000
1.053620,1.699961,30.400000
1.218069,1.586282,30.500000
1.370348,1.456753,30.600000
1.508934,1.312669,30.700000
1.632444,1.155469,30.800000
1.739643,0.986725,30.900000
1.829460,0.808121,31.000000
1.900998,0.621442,31.100000
1.953541,0.428555,31.200000
1.986566,0.231385,31.300000
1.999741,0.031904,31.400000
1.992936,-0.167896,31.500000
1.966218,-0.366019,31.600000
1.919854,-0.560485,31.700000
1.854308,-0.749350,31.800000
1.770234,-0.930728,31.900000
1.668472,-1.102807,32.000000
1.550040,-1.263866,32.100000
1.416120,-1.412298,32.200000
1.268051,-1.546618,32.300000
1.107312,-1.665485,32.400000
0.935509,-1.767712,32.500000
0.754359,-1.852275,32.600000
0.565672,-1.918332,32.700000
0.371332,-1.965221,32.800000
0.173282,-1.992475,32.900000
-0.026499,-1.999820,33.000000
-0.226015,-1.987184,33.100000
-0.423273,-1.954692,33.200000
-0.616302,-1.902670,33.300000
-0.803173,-1.831637,33.400000
-0.982019,-1.742303,33.500000
-1.151053,-1.635561,33.600000
-1.308586,-1.512476,33.700000
-1.453044,-1.374280,33.800000
-1.582984,-1.222352,33.900000
-1.697107,-1.058211,34.000000
-1.794273,-0.883496,34.100000
-1.873511,-0.699954,34.200000
-1.934030,-0.509419,34.300000
-1.975225,-0.313793,34.400000
-1.996684,-0.115032,34.500000
-1.998193,0.084878,34.600000
-1.979737,0.283941,34.700000
-1.941500,0.480166,34.800000
-1.883864,0.671593,34.900000
-1.807405,0.856311,35.000000
-1.712887,1.032472,35.100000
-1.601255,1.198317,35.200000
-1.473623,1.352189,35.300000
-1.331268,1.492551,35.400000
-1.175610,1.617999,35.500000
-1.008207,1.727281,35.600000
-0.830730,1.819304,35.700000
-0.644953,1.893150,35.800000
-0.452731,1.948080,35.900000
-0.255986,1.983545,36.000000
-0.056683,1.999192,36.100000
0.143186,1.994863,36.200000
0.341624,1.970602,36.300000
0.536649,1.926652,36.400000
0.726313,1.863451,36.500000
0.908718,1.781631,36.600000
1.082045,1.682010,36.700000
1.244560,1.565583,36.800000
1.394640,1.433513,36.900000
1.530785,1.287120,37.000000
1.651635,1.127866,37.100000
1.755982,0.957344,37.200000
1.842784,0.777255,37.300000
1.911174,0.589401,37.400000
1.960468,0.395658,37.500000
1.990174,0.197961,37.600000
1.999994,-0.001714,37.700000
1.989831,-0.201371,37.800000
1.959787,-0.399017,37.900000
1.910161,-0.592675,38.000000
1.841449,-0.780412,38.100000
1.754339,-0.960351,38.200000
1.649699,-1.130695,38.300000
1.528576,-1.289741,38.400000
1.392181,-1.435901,38.500000
1.241875,-1.567713,38.600000
1.079161,-1.683862,38.700000
0.905664,-1.783186,38.800000
0.723118,-1.864693,38.900000
0.533347,-1.927568,39.000000
0.338247,-1.971184,39.100000
0.139767,-1.995105,39.200000
-0.060109,-1.999091,39.300000
-0.259385,-1.983103,39.400000
-0.456069,-1.947301,39.500000
-0.648196,-1.892041,39.600000
-0.833846,-1.817877,39.700000
-1.011165,-1.725550,39.800000
-1.178381,-1.615981,39.900000
-1.333823,-1.490266,40.000000
-1.475938,-1.349661,40.100000
-1.603305,-1.195571,40.200000
-1.714653,-1.029535,40.300000
-1.808869,-0.853212,40.400000
-1.885011,-0.668364,40.500000
-1.942319,-0.476838,40.600000
-1.980220,-0.280547,40.700000
-1.998335,-0.081454,40.800000
-1.996483,0.118453,40.900000
-1.974684,0.317177,41.000000
-1.933154,0.512732,41.100000
-1.872308,0.703164,41.200000
-1.792755,0.886569,41.300000
-1.695290,1.061117,41.400000
-1.580886,1.225062,41.500000
-1.450686,1.376767,41.600000
-1.305991,1.514716,41.700000
-1.148247,1.637530,41.800000
-0.979031,1.743983,41.900000
-0.800032,1.833010,42.000000
-0.613040,1.903722,42.100000
-0.419922,1.955413,42.200000
-0.222609,1.987567,42.300000
-0.023071,1.999861,42.400000
0.176697,1.992173,42.500000
0.374699,1.964581,42.600000
0.568958,1.917358,42.700000
0.757532,1.850979,42.800000
0.938537,1.766105,42.900000
1.110164,1.663584,43.000000
1.270699,1.544442,43.100000
1.418537,1.409868,43.200000
